name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Noussair Mazraoui,Morocco,Defender,right,183.0,L1,Bayern Munich,30000000.0,4,0,0,4,1982,27
Jadon Sancho,England,Attack,right,180.0,GB1,Manchester United,30000000.0,1,0,3,3,1593,24
Joe Willock,England,Midfield,right,186.0,GB1,Newcastle United,30000000.0,0,0,1,0,643,25
Unai Simón,Spain,Goalkeeper,right,190.0,ES1,Athletic Bilbao,30000000.0,2,0,0,0,3184,27
Eddie Nketiah,England,Attack,right,175.0,GB1,Arsenal FC,30000000.0,3,0,6,2,1226,25
Pervis Estupiñán,Ecuador,Defender,left,175.0,GB1,Brighton & Hove Albion,30000000.0,6,0,3,4,1693,27
Viktor Tsygankov,Ukraine,Attack,left,178.0,ES1,Girona FC,30000000.0,1,0,8,7,2365,27
Aleksandr Golovin,Russia,Midfield,right,178.0,FR1,AS Monaco,30000000.0,9,1,6,6,2156,28
Amine Adli,Morocco,Attack,left,174.0,L1,Bayer 04 Leverkusen,30000000.0,6,0,10,12,2261,24
Ferdi Kadıoğlu,Türkiye,Defender,right,174.0,TR1,Fenerbahce,30000000.0,3,0,2,5,3734,25
Andrew Robertson,Scotland,Defender,left,178.0,GB1,Liverpool FC,30000000.0,2,0,3,2,2107,30
Mateo Kovacic,Croatia,Midfield,right,177.0,GB1,Manchester City,30000000.0,5,0,3,1,2645,30
Tomas Soucek,Czech Republic,Midfield,right,192.0,GB1,West Ham United,30000000.0,8,0,9,3,3726,29
Marc Cucurella,Spain,Defender,left,173.0,GB1,Chelsea FC,30000000.0,10,0,1,2,1963,26
Jonathan Tah,Germany,Defender,right,195.0,L1,Bayer 04 Leverkusen,30000000.0,10,0,6,1,3984,29
Konrad Laimer,Austria,Midfield,right,180.0,L1,Bayern Munich,30000000.0,5,0,1,4,2713,27
Benoît Badiashile,France,Defender,left,194.0,GB1,Chelsea FC,30000000.0,1,0,0,1,1515,23
Ibrahim Sangaré,Cote d'Ivoire,Midfield,right,191.0,NL1,PSV Eindhoven,30000000.0,6,0,2,1,1668,27
Tijjani Reijnders,Netherlands,Midfield,right,185.0,IT1,AC Milan,30000000.0,9,0,4,4,3871,26
Milan Skriniar,Slovakia,Defender,right,188.0,FR1,Paris Saint-Germain,30000000.0,3,0,1,0,2234,30
João Félix,Portugal,Attack,right,181.0,ES1,FC Barcelona,30000000.0,5,0,10,6,2143,25
Albert Gudmundsson,Iceland,Attack,right,177.0,IT1,Genoa CFC,30000000.0,4,0,16,5,3157,27
Hiroki Ito,Japan,Defender,left,188.0,L1,VfB Stuttgart,30000000.0,2,0,0,2,2502,25
Ismaël Bennacer,Algeria,Midfield,left,175.0,IT1,AC Milan,30000000.0,2,0,2,2,1335,27
Pepê,Brazil,Attack,right,175.0,PO1,FC Porto,30000000.0,7,0,6,9,3682,27
Tammy Abraham,England,Attack,right,194.0,IT1,AS Roma,30000000.0,1,0,1,1,321,27
Jakub Kiwior,Poland,Defender,left,189.0,GB1,Arsenal FC,30000000.0,2,0,1,3,1414,24
Rodrigo de Paul,Argentina,Midfield,right,180.0,ES1,Atlético de Madrid,30000000.0,11,0,4,6,3211,30
Ferran Torres,Spain,Attack,right,184.0,ES1,FC Barcelona,30000000.0,5,0,11,4,1994,24
John McGinn,Scotland,Midfield,left,178.0,GB1,Aston Villa,30000000.0,9,1,6,4,3377,30
Folarin Balogun,United States,Attack,right,178.0,FR1,AS Monaco,30000000.0,1,0,7,6,1695,23
Marcos Llorente,Spain,Midfield,right,184.0,ES1,Atlético de Madrid,30000000.0,6,0,6,6,3602,30
Samuel Lino,Brazil,Midfield,right,170.0,ES1,Atlético de Madrid,30000000.0,3,0,8,8,2997,25
Cristhian Mosquera,Spain,Defender,right,191.0,ES1,Valencia CF,30000000.0,2,0,0,0,3252,20
Lucas Beraldo,Brazil,Defender,left,182.0,FR1,Paris Saint-Germain,30000000.0,5,1,1,0,1437,21
Pau Cubarsí,Spain,Defender,right,184.0,ES1,FC Barcelona,30000000.0,6,0,0,1,1927,18
Vitor Roque,Brazil,Attack,right,174.0,ES1,FC Barcelona,30000000.0,4,0,2,0,353,19
Romelu Lukaku,Belgium,Attack,left,191.0,IT1,AS Roma,30000000.0,5,1,21,4,3908,31
Adam Wharton,England,Midfield,left,182.0,GB1,Crystal Palace,30000000.0,2,0,0,3,1382,21
Maximilian Beier,Germany,Attack,right,185.0,L1,TSG 1899 Hoffenheim,30000000.0,1,0,16,3,2535,22
Fermín López,Spain,Midfield,right,174.0,ES1,FC Barcelona,30000000.0,4,0,11,1,1901,21
Jorrel Hato,Netherlands,Defender,left,182.0,NL1,Ajax Amsterdam,30000000.0,7,0,1,3,3772,18
Kenan Yıldız,Türkiye,Attack,both,187.0,IT1,Juventus FC,30000000.0,3,0,4,1,1086,19
Simon Adingra,Cote d'Ivoire,Attack,right,175.0,GB1,Brighton & Hove Albion,30000000.0,3,0,7,3,2853,23
Bilal El Khannouss,Morocco,Midfield,right,180.0,BE1,KRC Genk,30000000.0,4,0,3,6,2685,20
Youssouf Fofana,France,Midfield,right,185.0,FR1,AS Monaco,30000000.0,3,0,4,4,2703,26
Aleksandar Pavlovic,Germany,Midfield,both,188.0,L1,Bayern Munich,30000000.0,6,0,2,2,1435,20
Désiré Doué,France,Attack,both,181.0,FR1,Stade Rennais FC,30000000.0,4,0,4,5,1971,19
Yéremy Pino,Spain,Attack,right,172.0,ES1,Villarreal CF,30000000.0,5,0,0,0,621,22
Enzo Millot,France,Midfield,left,174.0,L1,VfB Stuttgart,30000000.0,5,0,6,11,2492,22
Virgil van Dijk,Netherlands,Defender,right,195.0,GB1,Liverpool FC,30000000.0,3,1,3,2,3712,33
Leon Goretzka,Germany,Midfield,right,189.0,L1,Bayern Munich,30000000.0,5,0,6,11,3106,30
Taiwo Awoniyi,Nigeria,Attack,right,183.0,GB1,Nottingham Forest,28000000.0,2,0,6,3,1192,27
Chris Führich,Germany,Attack,right,181.0,L1,VfB Stuttgart,28000000.0,2,0,9,7,2925,27
Xaver Schlager,Austria,Midfield,left,174.0,L1,RB Leipzig,28000000.0,10,0,1,7,3299,27
Vitaliy Mykolenko,Ukraine,Defender,left,180.0,GB1,Everton FC,28000000.0,0,0,2,0,2831,25
Aleksandar Mitrovic,Serbia,Attack,right,189.0,GB1,Fulham FC,28000000.0,0,0,0,0,32,30
Danilo,Brazil,Midfield,left,177.0,GB1,Nottingham Forest,28000000.0,12,0,9,8,6093,23
Matty Cash,Poland,Defender,right,185.0,GB1,Aston Villa,28000000.0,9,0,4,2,2465,27
Ermedin Demirovic,Bosnia-Herzegovina,Attack,right,185.0,L1,FC Augsburg,28000000.0,7,0,15,10,2945,26
Manuel Locatelli,Italy,Midfield,right,185.0,IT1,Juventus FC,28000000.0,8,0,1,6,3343,27
Alisson,Brazil,Goalkeeper,right,193.0,GB1,Liverpool FC,28000000.0,1,0,0,0,2880,32
Weston McKennie,United States,Midfield,right,185.0,IT1,Juventus FC,28000000.0,6,0,0,10,2952,26
Nahuel Molina,Argentina,Defender,right,175.0,ES1,Atlético de Madrid,28000000.0,5,1,2,5,3025,26
Ben Chilwell,England,Defender,left,180.0,GB1,Chelsea FC,28000000.0,5,0,0,1,904,28
Josip Stanisic,Croatia,Defender,both,187.0,L1,Bayer 04 Leverkusen,28000000.0,3,0,4,6,2354,24
Mathias Jensen,Denmark,Midfield,right,180.0,GB1,Brentford FC,28000000.0,5,0,3,3,2384,29
Karim Adeyemi,Germany,Attack,left,180.0,L1,Borussia Dortmund,28000000.0,6,0,5,2,1710,23
Yoane Wissa,DR Congo,Attack,right,176.0,GB1,Brentford FC,28000000.0,7,0,12,3,2508,28
Jan Oblak,Slovenia,Goalkeeper,right,188.0,ES1,Atlético de Madrid,28000000.0,1,0,0,0,4950,32
Aaron Hickey,Scotland,Defender,both,185.0,GB1,Brentford FC,28000000.0,5,0,0,0,720,22
Noni Madueke,England,Attack,left,182.0,GB1,Chelsea FC,28000000.0,2,0,6,3,1378,22
Stanislav Lobotka,Slovakia,Midfield,right,168.0,IT1,SSC Napoli,28000000.0,4,0,0,1,4191,30
Marc-André ter Stegen,Germany,Goalkeeper,right,187.0,ES1,FC Barcelona,28000000.0,3,0,0,0,3240,32
Jamie Gittens,England,Attack,right,177.0,L1,Borussia Dortmund,28000000.0,1,0,2,8,1396,20
Thibaut Courtois,Belgium,Goalkeeper,left,200.0,ES1,Real Madrid,28000000.0,0,0,0,0,423,32
Emiliano Martínez,Argentina,Goalkeeper,right,195.0,GB1,Aston Villa,28000000.0,6,0,0,0,4060,32
Malcom,Brazil,Attack,left,171.0,RU1,Zenit St. Petersburg,28000000.0,0,0,0,0,90,27
Hugo Larsson,Sweden,Midfield,right,187.0,L1,Eintracht Frankfurt,28000000.0,1,0,2,2,2063,20
Joe Gomez,England,Defender,right,188.0,GB1,Liverpool FC,28000000.0,6,0,0,3,2681,27
Jerdy Schouten,Netherlands,Midfield,right,185.0,IT1,Bologna FC 1909,28000000.0,5,0,4,0,3296,28
Quinten Timber,Netherlands,Midfield,right,179.0,NL1,Feyenoord Rotterdam,28000000.0,8,0,8,10,3730,23
Orkun Kökçü,Türkiye,Midfield,both,175.0,PO1,SL Benfica,27000000.0,11,0,7,10,2446,24
Olivier Boscagli,France,Defender,left,181.0,NL1,PSV Eindhoven,27000000.0,5,0,3,4,4075,27
Frank Anguissa,Cameroon,Midfield,right,184.0,IT1,SSC Napoli,27000000.0,3,0,1,3,3421,29
Antonio Rüdiger,Germany,Defender,right,190.0,ES1,Real Madrid,25000000.0,8,0,2,3,4076,31
Evan Ndicka,Cote d'Ivoire,Defender,left,192.0,IT1,AS Roma,25000000.0,11,0,0,3,2924,25
Alex Iwobi,Nigeria,Attack,right,183.0,GB1,Fulham FC,25000000.0,2,0,5,2,2346,28
Hee-chan Hwang,"Korea, South",Attack,right,177.0,GB1,Wolverhampton Wanderers,25000000.0,6,0,12,3,2180,29
Sean Longstaff,England,Midfield,right,187.0,GB1,Newcastle United,25000000.0,8,0,8,2,3463,27
Gianluca Mancini,Italy,Defender,right,190.0,IT1,AS Roma,25000000.0,12,1,7,1,4049,28
Facundo Medina,Argentina,Defender,left,184.0,FR1,RC Lens,25000000.0,15,0,1,4,3329,25
Pablo Barrios,Spain,Midfield,right,181.0,ES1,Atlético de Madrid,25000000.0,5,0,1,2,1978,21
Álex Remiro,Spain,Goalkeeper,right,191.0,ES1,Real Sociedad,25000000.0,2,1,0,0,4386,29
Nathan Collins,Ireland,Defender,right,193.0,GB1,Brentford FC,25000000.0,3,0,2,1,2860,23
Lucas Chevalier,France,Goalkeeper,right,189.0,FR1,LOSC Lille,25000000.0,1,0,0,0,3180,23
Aleix García,Spain,Midfield,right,173.0,ES1,Girona FC,25000000.0,4,1,3,6,3326,27
Lesley Ugochukwu,France,Midfield,right,190.0,GB1,Chelsea FC,25000000.0,2,0,0,0,297,20
Youri Tielemans,Belgium,Midfield,right,177.0,GB1,Aston Villa,25000000.0,4,0,2,6,1887,27
Rodrigo Riquelme,Spain,Attack,right,174.0,ES1,Atlético de Madrid,25000000.0,1,0,4,6,1990,24
Kevin Danso,Austria,Defender,right,190.0,FR1,RC Lens,25000000.0,9,0,1,0,3285,26
Matías Soulé,Argentina,Attack,left,182.0,IT1,Frosinone Calcio,25000000.0,5,0,11,3,3263,21
Amine Gouiri,Algeria,Attack,right,181.0,FR1,Stade Rennais FC,25000000.0,4,0,9,3,2403,24
Gabri Veiga,Spain,Midfield,right,185.0,ES1,Celta de Vigo,25000000.0,0,0,0,0,17,22
Marcos Leonardo,Brazil,Attack,right,177.0,PO1,SL Benfica,25000000.0,1,0,7,1,437,21
David Neres,Brazil,Attack,left,176.0,PO1,SL Benfica,25000000.0,2,0,5,9,1683,27
Iñaki Williams,Ghana,Attack,right,186.0,ES1,Athletic Bilbao,25000000.0,4,0,14,5,3188,30
Vangelis Pavlidis,Greece,Attack,both,186.0,NL1,AZ Alkmaar,25000000.0,5,0,30,5,3594,26
Igor Thiago,Brazil,Attack,right,191.0,BE1,Club Brugge KV,25000000.0,9,0,18,3,2203,23
Johnny Cardoso,United States,Midfield,right,186.0,ES1,Real Betis Balompié,25000000.0,3,0,1,2,1332,23
Perr Schuurs,Netherlands,Defender,right,191.0,IT1,Torino FC,25000000.0,2,0,1,0,861,25
Kang-in Lee,"Korea, South",Midfield,left,173.0,FR1,Paris Saint-Germain,25000000.0,3,0,5,5,1904,23
Antony,Brazil,Attack,left,172.0,GB1,Manchester United,25000000.0,6,0,3,2,1820,24
Tyrick Mitchell,England,Defender,left,181.0,GB1,Crystal Palace,25000000.0,6,0,2,3,3364,25
Lorenzo Pellegrini,Italy,Midfield,right,186.0,IT1,AS Roma,25000000.0,10,0,10,5,2731,28
Galeno,Brazil,Attack,right,179.0,PO1,FC Porto,25000000.0,5,0,14,10,3106,27
Ruben Loftus-Cheek,England,Midfield,right,191.0,IT1,AC Milan,25000000.0,6,0,10,2,2860,29
Maghnes Akliouche,France,Midfield,left,183.0,FR1,AS Monaco,25000000.0,5,0,7,4,1619,22
Andrea Cambiaso,Italy,Defender,both,182.0,IT1,Juventus FC,25000000.0,10,0,3,6,2723,24
Mario Hermoso,Spain,Defender,left,184.0,ES1,Atlético de Madrid,25000000.0,15,0,2,2,3802,29
Alexander Sørloth,Norway,Attack,left,195.0,ES1,Villarreal CF,25000000.0,6,0,26,6,2954,29
Angel Gomes,England,Midfield,right,168.0,FR1,LOSC Lille,25000000.0,5,0,0,8,2795,24
Wilfried Singo,Cote d'Ivoire,Defender,right,190.0,IT1,Torino FC,25000000.0,8,1,1,1,2188,24
Edon Zhegrova,Kosovo,Attack,left,181.0,FR1,LOSC Lille,25000000.0,4,1,7,6,2466,25
Otávio,Portugal,Midfield,right,172.0,PO1,FC Porto,25000000.0,8,0,2,2,2861,30
Rayan Cherki,France,Midfield,both,180.0,FR1,Olympique Lyon,25000000.0,0,0,1,6,1718,21
Oscar Bobb,Norway,Attack,left,175.0,GB1,Manchester City,25000000.0,0,0,2,2,729,21
Mason Greenwood,England,Attack,both,181.0,ES1,Getafe CF,25000000.0,6,1,10,6,2908,23
Michael Kayode,Italy,Defender,right,179.0,IT1,ACF Fiorentina,25000000.0,2,0,1,2,2489,20
Antoine Griezmann,France,Attack,left,176.0,ES1,Atlético de Madrid,25000000.0,7,0,24,8,3918,33
Antonee Robinson,United States,Defender,left,183.0,GB1,Fulham FC,25000000.0,6,0,0,6,3368,27
Yan Couto,Brazil,Defender,right,168.0,ES1,Girona FC,25000000.0,9,0,2,10,2483,22
Denis Zakaria,Switzerland,Midfield,right,190.0,FR1,AS Monaco,25000000.0,13,0,4,0,2142,28
Miguel Gutiérrez,Spain,Defender,left,180.0,ES1,Girona FC,25000000.0,4,0,2,9,3378,23
Ansu Fati,Spain,Attack,right,178.0,ES1,FC Barcelona,25000000.0,3,0,4,1,996,22
Giacomo Raspadori,Italy,Attack,right,172.0,IT1,SSC Napoli,25000000.0,1,0,6,3,1900,24
Jørgen Strand Larsen,Norway,Attack,right,193.0,ES1,Celta de Vigo,25000000.0,5,0,13,3,2902,25
Radu Drăgușin,Romania,Defender,right,191.0,IT1,Genoa CFC,25000000.0,2,0,2,1,2358,23
Aaron Ramsdale,England,Goalkeeper,right,190.0,GB1,Arsenal FC,25000000.0,0,0,0,0,810,26
Yangel Herrera,Venezuela,Midfield,right,184.0,ES1,Girona FC,25000000.0,9,0,5,0,2228,27
Anatoliy Trubin,Ukraine,Goalkeeper,right,199.0,UKR1,Shakhtar Donetsk,25000000.0,2,0,0,0,3900,23
José Gayà,Spain,Defender,left,172.0,ES1,Valencia CF,25000000.0,3,0,2,3,1917,29
Terem Moffi,Nigeria,Attack,left,188.0,FR1,OGC Nice,25000000.0,4,0,11,2,1961,25
Kalvin Phillips,England,Midfield,right,179.0,GB1,West Ham United,25000000.0,4,0,1,0,549,29
João Cancelo,Portugal,Defender,right,182.0,ES1,FC Barcelona,25000000.0,8,0,4,5,3318,30
Mattéo Guendouzi,France,Midfield,right,185.0,IT1,SS Lazio,25000000.0,6,1,3,4,3342,25
Deniz Undav,Germany,Attack,both,179.0,L1,VfB Stuttgart,25000000.0,5,0,19,10,2339,28
Kurt Zouma,France,Defender,right,190.0,GB1,West Ham United,25000000.0,4,0,3,0,3379,30
Andriy Lunin,Ukraine,Goalkeeper,right,191.0,ES1,Real Madrid,25000000.0,2,0,0,0,2850,26
Arthur Vermeeren,Belgium,Midfield,right,180.0,ES1,Atlético de Madrid,25000000.0,5,0,2,6,2843,20
Dani Vivian,Spain,Defender,right,184.0,ES1,Athletic Bilbao,25000000.0,8,0,0,1,3493,25
Malick Thiaw,Germany,Defender,right,194.0,IT1,AC Milan,25000000.0,6,1,0,1,2161,23
Lewis Ferguson,Scotland,Midfield,right,181.0,IT1,Bologna FC 1909,24000000.0,9,0,6,5,2928,25
Denzel Dumfries,Netherlands,Midfield,right,188.0,IT1,Inter Milan,24000000.0,3,1,4,6,1965,28
Daniel Muñoz,Colombia,Defender,right,181.0,BE1,KRC Genk,23000000.0,11,0,6,6,3484,28
Quilindschy Hartman,Netherlands,Defender,left,183.0,NL1,Feyenoord Rotterdam,23000000.0,4,0,0,7,3172,23
Nathan Tella,Nigeria,Attack,right,173.0,L1,Bayer 04 Leverkusen,23000000.0,2,0,6,5,1471,25
Jarell Quansah,England,Defender,right,190.0,GB1,Liverpool FC,22000000.0,2,0,3,0,2119,22
Omar Marmoush,Egypt,Attack,right,183.0,L1,Eintracht Frankfurt,22000000.0,7,0,13,6,2602,26
Piotr Zieliński,Poland,Midfield,both,180.0,IT1,SSC Napoli,22000000.0,2,0,4,3,2427,30
Fábio Vieira,Portugal,Midfield,left,170.0,GB1,Arsenal FC,22000000.0,0,1,1,2,381,24
Sergiño Dest,United States,Defender,right,173.0,NL1,PSV Eindhoven,22000000.0,1,0,2,7,3123,24
Carlos Baleba,Cameroon,Midfield,left,179.0,FR1,LOSC Lille,22000000.0,7,0,0,0,1479,21
Dan Ndoye,Switzerland,Attack,right,184.0,IT1,Bologna FC 1909,22000000.0,4,0,2,3,2078,24
Dominic Calvert-Lewin,England,Attack,right,189.0,GB1,Everton FC,22000000.0,3,1,7,2,2429,27
Jordan Pickford,England,Goalkeeper,left,185.0,GB1,Everton FC,22000000.0,5,0,0,0,3420,30
Vitaly Janelt,Germany,Midfield,left,184.0,GB1,Brentford FC,22000000.0,8,0,1,3,3272,26
Carlos Augusto,Brazil,Midfield,left,184.0,IT1,Inter Milan,22000000.0,2,0,1,3,2326,26
Marcos Senesi,Argentina,Defender,left,185.0,GB1,AFC Bournemouth,22000000.0,14,0,4,5,2500,27
Emile Smith Rowe,England,Midfield,right,182.0,GB1,Arsenal FC,22000000.0,0,0,0,2,393,24
Konstantinos Tsimikas,Greece,Defender,left,179.0,GB1,Liverpool FC,22000000.0,0,0,0,3,1183,28
Francisco Conceição,Portugal,Attack,left,170.0,PO1,FC Porto,22000000.0,13,0,7,5,2308,22
Philip Billing,Denmark,Midfield,left,193.0,GB1,AFC Bournemouth,22000000.0,4,1,2,4,1602,28
Pepelu,Spain,Midfield,right,186.0,ES1,Valencia CF,22000000.0,5,0,8,1,3495,26
Youssoufa Moukoko,Germany,Attack,left,179.0,L1,Borussia Dortmund,22000000.0,1,0,6,0,758,20
José María Giménez,Uruguay,Defender,right,185.0,ES1,Atlético de Madrid,22000000.0,8,0,0,1,2225,30
Armando Broja,Albania,Attack,right,191.0,GB1,Fulham FC,22000000.0,0,0,2,1,623,23
Kevin Schade,Germany,Attack,right,185.0,GB1,Brentford FC,22000000.0,0,0,2,1,330,23
Aitor Paredes,Spain,Defender,right,185.0,ES1,Athletic Bilbao,22000000.0,10,0,1,0,3306,24
Taylor Harwood-Bellis,England,Defender,right,188.0,GB1,Manchester City,22000000.0,0,0,0,1,171,23
Yunus Musah,United States,Midfield,right,178.0,IT1,AC Milan,22000000.0,9,0,0,2,2241,22
Ferland Mendy,France,Defender,left,180.0,ES1,Real Madrid,22000000.0,6,0,1,0,2835,29
Samuele Ricci,Italy,Midfield,right,181.0,IT1,Torino FC,22000000.0,8,0,1,4,2479,23
Lewis Miley,England,Midfield,right,189.0,GB1,Newcastle United,22000000.0,1,0,1,4,1594,18
Dwight McNeil,England,Attack,left,183.0,GB1,Everton FC,22000000.0,2,0,3,6,3155,25
Sofyan Amrabat,Morocco,Midfield,right,185.0,IT1,ACF Fiorentina,22000000.0,8,0,0,0,1439,28
Igor Zubeldia,Spain,Defender,right,181.0,ES1,Real Sociedad,22000000.0,15,1,0,2,3698,27
James Garner,England,Midfield,right,182.0,GB1,Everton FC,22000000.0,7,0,1,2,3275,23
Julio Enciso,Paraguay,Midfield,right,173.0,GB1,Brighton & Hove Albion,22000000.0,2,0,0,2,590,21
Patrik Schick,Czech Republic,Attack,left,191.0,L1,Bayer 04 Leverkusen,22000000.0,2,0,13,3,1555,29
Jesper Lindstrøm,Denmark,Midfield,right,182.0,IT1,SSC Napoli,22000000.0,2,0,0,1,759,24
Anthony Elanga,Sweden,Attack,right,178.0,GB1,Nottingham Forest,22000000.0,1,0,5,9,2588,22
Guido Rodríguez,Argentina,Midfield,right,185.0,ES1,Real Betis Balompié,20000000.0,9,0,2,1,2241,30
Raphaël Varane,France,Defender,right,191.0,GB1,Manchester United,20000000.0,2,0,1,0,2150,31
Brajan Gruda,Germany,Attack,left,178.0,L1,1.FSV Mainz 05,20000000.0,5,0,4,3,1740,20
Pierre Kalulu,France,Defender,right,182.0,IT1,AC Milan,20000000.0,1,0,0,0,505,24
Fredrik Aursnes,Norway,Defender,right,181.0,PO1,SL Benfica,20000000.0,3,0,2,9,4190,29
Tosin Adarabioyo,England,Defender,right,196.0,GB1,Fulham FC,20000000.0,2,0,2,0,1726,27
Arnaud Kalimuendo,France,Attack,right,178.0,FR1,Stade Rennais FC,20000000.0,7,0,11,4,2459,23
Djordje Petrovic,Serbia,Goalkeeper,right,194.0,GB1,Chelsea FC,20000000.0,4,0,0,0,2346,25
Beñat Turrientes,Spain,Midfield,right,181.0,ES1,Real Sociedad,20000000.0,4,0,0,1,2174,23
Filip Jørgensen,Denmark,Goalkeeper,right,190.0,ES1,Villarreal CF,20000000.0,4,0,0,0,3330,22
Casemiro,Brazil,Midfield,right,185.0,GB1,Manchester United,20000000.0,10,0,4,2,2443,32
Beto,Portugal,Attack,right,194.0,IT1,Udinese Calcio,20000000.0,2,0,4,2,1193,27
Marcus Edwards,England,Attack,left,168.0,PO1,Sporting CP,20000000.0,5,1,5,8,2084,26
Hugo Ekitiké,France,Attack,right,189.0,FR1,Paris Saint-Germain,20000000.0,3,0,4,2,727,22
Eric García,Spain,Defender,right,182.0,ES1,Girona FC,20000000.0,4,0,5,0,2726,24
Malik Tillman,United States,Midfield,right,187.0,NL1,PSV Eindhoven,20000000.0,4,0,9,15,2232,22
Marco Asensio,Spain,Attack,left,182.0,FR1,Paris Saint-Germain,20000000.0,0,0,4,5,1256,29
Konstantinos Mavropanos,Greece,Defender,right,194.0,GB1,West Ham United,20000000.0,2,0,1,0,2436,27
Carlos Soler,Spain,Midfield,right,180.0,FR1,Paris Saint-Germain,20000000.0,1,0,2,2,1097,28
Lovro Majer,Croatia,Midfield,left,178.0,FR1,Stade Rennais FC,20000000.0,5,0,5,5,2148,27
Georges Mikautadze,Georgia,Attack,right,176.0,FR1,FC Metz,20000000.0,1,0,13,4,2095,24
Orel Mangala,Belgium,Midfield,right,178.0,FR1,Olympique Lyon,20000000.0,6,0,3,0,2177,26
Milos Kerkez,Hungary,Defender,left,180.0,GB1,AFC Bournemouth,20000000.0,4,1,0,1,2126,21
Marcin Bulka,Poland,Goalkeeper,right,199.0,FR1,OGC Nice,20000000.0,2,0,0,0,3060,25
Aymeric Laporte,Spain,Defender,left,191.0,GB1,Manchester City,20000000.0,0,0,0,0,11,30
Rodrigo Muniz,Brazil,Attack,right,186.0,GB1,Fulham FC,20000000.0,1,0,9,1,1762,23
Arthur Theate,Belgium,Defender,left,185.0,FR1,Stade Rennais FC,20000000.0,5,0,2,0,2939,24
Paulo Dybala,Argentina,Attack,left,177.0,IT1,AS Roma,20000000.0,3,0,16,10,2671,31
Saïd Benrahma,Algeria,Attack,right,172.0,FR1,Olympique Lyon,20000000.0,3,1,3,5,1753,29
Aaron Wan-Bissaka,England,Defender,right,183.0,GB1,Manchester United,20000000.0,5,0,0,3,2366,27
Julian Ryerson,Norway,Defender,right,183.0,L1,Borussia Dortmund,20000000.0,5,0,4,1,2940,27
Adam Webster,England,Defender,right,190.0,GB1,Brighton & Hove Albion,20000000.0,3,0,0,0,1270,30
Miguel Almirón,Paraguay,Attack,left,174.0,GB1,Newcastle United,20000000.0,4,0,4,3,2536,31
Noah Okafor,Switzerland,Attack,right,185.0,IT1,AC Milan,20000000.0,1,0,6,3,1005,24
Eljif Elmas,North Macedonia,Midfield,right,184.0,IT1,SSC Napoli,20000000.0,2,0,2,0,752,25
Vanderson,Brazil,Defender,right,173.0,FR1,AS Monaco,20000000.0,6,0,3,1,1649,23
Samuel Chukwueze,Nigeria,Attack,left,172.0,IT1,AC Milan,20000000.0,1,0,3,3,1380,25
Caoimhín Kelleher,Ireland,Goalkeeper,right,188.0,GB1,Liverpool FC,20000000.0,1,0,0,0,1830,26
Florentino,Portugal,Midfield,right,184.0,PO1,SL Benfica,20000000.0,10,0,0,0,2305,25
Jefferson Lerma,Colombia,Midfield,right,179.0,GB1,Crystal Palace,20000000.0,9,0,1,1,2559,30
Marcus Tavernier,England,Midfield,left,178.0,GB1,AFC Bournemouth,20000000.0,3,0,4,4,2289,25
Ander Barrenetxea,Spain,Attack,right,175.0,ES1,Real Sociedad,20000000.0,2,0,5,2,2059,23
Martin Terrier,France,Attack,right,184.0,FR1,Stade Rennais FC,20000000.0,2,1,8,4,1942,27
Isak Hien,Sweden,Defender,right,191.0,IT1,Hellas Verona,20000000.0,8,1,0,1,2622,26
Granit Xhaka,Switzerland,Midfield,left,186.0,L1,Bayer 04 Leverkusen,20000000.0,7,0,4,2,4156,32
Matteo Ruggeri,Italy,Midfield,left,187.0,IT1,Atalanta BC,20000000.0,4,0,2,6,3658,22
Waldemar Anton,Germany,Defender,right,189.0,L1,VfB Stuttgart,20000000.0,8,0,1,4,3248,28
Sander Berge,Norway,Midfield,right,195.0,GB1,Burnley FC,20000000.0,10,0,1,2,3006,26
Barış Alper Yılmaz,Türkiye,Attack,right,186.0,TR1,Galatasaray,20000000.0,10,0,6,11,3170,24
Nicolò Fagioli,Italy,Midfield,right,178.0,IT1,Juventus FC,20000000.0,1,0,0,2,439,24
Robert Sánchez,Spain,Goalkeeper,right,197.0,GB1,Chelsea FC,20000000.0,1,0,0,0,1614,27
Mohamed Camara,Mali,Midfield,right,173.0,FR1,AS Monaco,20000000.0,4,0,1,2,1041,25
Manu Koné,France,Midfield,right,185.0,L1,Borussia Mönchengladbach,20000000.0,4,1,2,2,1717,23
Matt O'Riley,Denmark,Midfield,left,189.0,SC1,Celtic FC,20000000.0,4,0,14,16,3782,24
Alex Scott,England,Midfield,right,178.0,GB1,AFC Bournemouth,20000000.0,5,0,2,3,1303,21
Rico Henry,England,Defender,left,170.0,GB1,Brentford FC,20000000.0,1,0,0,1,402,27
Felix Nmecha,Germany,Midfield,right,190.0,L1,Borussia Dortmund,20000000.0,4,0,2,2,1385,24
Dango Ouattara,Burkina Faso,Attack,left,177.0,GB1,AFC Bournemouth,20000000.0,3,0,1,2,1293,23
Lazar Samardžić,Serbia,Midfield,left,184.0,IT1,Udinese Calcio,20000000.0,3,0,6,2,2382,22
